Roll_No,Student_Name,Course,SectionNumber,Course_Section,NumberOfSections
SIASUG2024-074,SIASUG2024-074,BUSI203,1,BUSI203,1
SIASUG2024-076,SIASUG2024-076,BUSI203,1,BUSI203,1
SIASUG2024-079,SIASUG2024-079,BUSI203,1,BUSI203,1
SIASUG2024-087,SIASUG2024-087,BUSI203,1,BUSI203,1
SIASUG2024-093,SIASUG2024-093,BUSI203,1,BUSI203,1
SIASUG2024-094,SIASUG2024-094,BUSI203,1,BUSI203,1
SIASUG2024-095,SIASUG2024-095,BUSI203,1,BUSI203,1
SIASUG2024-096,SIASUG2024-096,BUSI203,1,BUSI203,1
SIASUG2024-098,SIASUG2024-098,BUSI203,1,BUSI203,1
SIASUG2024-101,SIASUG2024-101,BUSI203,1,BUSI203,1
SIASUG2024-103,SIASUG2024-103,BUSI203,1,BUSI203,1
SIASUG2024-104,SIASUG2024-104,BUSI203,1,BUSI203,1
SIASUG2024-110,SIASUG2024-110,BUSI203,1,BUSI203,1
SIASUG2024-117,SIASUG2024-117,BUSI203,1,BUSI203,1
SIASUG2024-126,SIASUG2024-126,BUSI203,1,BUSI203,1
SIASUG2024-127,SIASUG2024-127,BUSI203,1,BUSI203,1
SIASUG2024-128,SIASUG2024-128,BUSI203,1,BUSI203,1
SIASUG2024-129,SIASUG2024-129,BUSI203,1,BUSI203,1
SIASUG2024-130,SIASUG2024-130,BUSI203,1,BUSI203,1
SIASUG2024-131,SIASUG2024-131,BUSI203,1,BUSI203,1
SIASUG2024-132,SIASUG2024-132,BUSI203,1,BUSI203,1
SIASUG2024-137,SIASUG2024-137,BUSI203,1,BUSI203,1
SIASUG2024-145,SIASUG2024-145,BUSI203,1,BUSI203,1
SIASUG2024-148,SIASUG2024-148,BUSI203,1,BUSI203,1
SIASUG2024-149,SIASUG2024-149,BUSI203,1,BUSI203,1
SIASUG2024-152,SIASUG2024-152,BUSI203,1,BUSI203,1
SIASUG2024-154,SIASUG2024-154,BUSI203,1,BUSI203,1
SIASUG2024-157,SIASUG2024-157,BUSI203,1,BUSI203,1
SIASUG2024-159,SIASUG2024-159,BUSI203,1,BUSI203,1
SIASUG2024-170,SIASUG2024-170,BUSI203,1,BUSI203,1
SIASUG2024-172,SIASUG2024-172,BUSI203,1,BUSI203,1
SIASUG2024-174,SIASUG2024-174,BUSI203,1,BUSI203,1
SIASUG2024-178,SIASUG2024-178,BUSI203,1,BUSI203,1
SIASUG2024-188,SIASUG2024-188,BUSI203,1,BUSI203,1
SIASUG2024-189,SIASUG2024-189,BUSI203,1,BUSI203,1
SIASUG2024-193,SIASUG2024-193,BUSI203,1,BUSI203,1
SIASUG2024-195,SIASUG2024-195,BUSI203,1,BUSI203,1
SIASUG2024-196,SIASUG2024-196,BUSI203,1,BUSI203,1
SIASUG2024-210,SIASUG2024-210,BUSI203,1,BUSI203,1
SIASUG2024-212,SIASUG2024-212,BUSI203,1,BUSI203,1
SIASUG2024-216,SIASUG2024-216,BUSI203,1,BUSI203,1
SIASUG2024-218,SIASUG2024-218,BUSI203,1,BUSI203,1
SIASUG2024-227,SIASUG2024-227,BUSI203,1,BUSI203,1
SIASUG2024-228,SIASUG2024-228,BUSI203,1,BUSI203,1
SIASUG2024-234,SIASUG2024-234,BUSI203,1,BUSI203,1
SIASUG2024-237,SIASUG2024-237,BUSI203,1,BUSI203,1
SIASUG2024-239,SIASUG2024-239,BUSI203,1,BUSI203,1
SIASUG2024-241,SIASUG2024-241,BUSI203,1,BUSI203,1
SIASUG2024-249,SIASUG2024-249,BUSI203,1,BUSI203,1
SIASUG2021-0181,SIASUG2021-0181,BUSI316,1,BUSI316,1
SIASUG2022-0031,SIASUG2022-0031,BUSI316,1,BUSI316,1
SIASUG2022-0103,SIASUG2022-0103,BUSI316,1,BUSI316,1
SIASUG2022-0122,SIASUG2022-0122,BUSI316,1,BUSI316,1
SIASUG2022-0150,SIASUG2022-0150,BUSI316,1,BUSI316,1
SIASUG2023-0003,SIASUG2023-0003,BUSI316,1,BUSI316,1
SIASUG2023-0004,SIASUG2023-0004,BUSI316,1,BUSI316,1
SIASUG2023-0019,SIASUG2023-0019,BUSI316,1,BUSI316,1
SIASUG2023-0048,SIASUG2023-0048,BUSI316,1,BUSI316,1
SIASUG2023-0083,SIASUG2023-0083,BUSI316,1,BUSI316,1
SIASUG2023-0089,SIASUG2023-0089,BUSI316,1,BUSI316,1
SIASUG2023-0099,SIASUG2023-0099,BUSI316,1,BUSI316,1
SIASUG2023-0115,SIASUG2023-0115,BUSI316,1,BUSI316,1
SIASUG2023-0131,SIASUG2023-0131,BUSI316,1,BUSI316,1
SIASUG2023-0150,SIASUG2023-0150,BUSI316,1,BUSI316,1
SIASUG2023-0175,SIASUG2023-0175,BUSI316,1,BUSI316,1
SIASUG2023-0191,SIASUG2023-0191,BUSI316,1,BUSI316,1
SIASUG2023-0196,SIASUG2023-0196,BUSI316,1,BUSI316,1
SIASUG2023-0202,SIASUG2023-0202,BUSI316,1,BUSI316,1
SIASUG2023-0212,SIASUG2023-0212,BUSI316,1,BUSI316,1
SIASUG2023-0216,SIASUG2023-0216,BUSI316,1,BUSI316,1
SIASUG2023-0221,SIASUG2023-0221,BUSI316,1,BUSI316,1
SIASUG2023-0226,SIASUG2023-0226,BUSI316,1,BUSI316,1
SIASUG2023-0264,SIASUG2023-0264,BUSI316,1,BUSI316,1
SIASUG2023-0268,SIASUG2023-0268,BUSI316,1,BUSI316,1
SIASUG2023-0274,SIASUG2023-0274,BUSI316,1,BUSI316,1
SIASUG2023-0284,SIASUG2023-0284,BUSI316,1,BUSI316,1
SIASUG2022-0034,SIASUG2022-0034,BUSI320,1,BUSI320,1
SIASUG2022-0072,SIASUG2022-0072,BUSI320,1,BUSI320,1
SIASUG2022-0088,SIASUG2022-0088,BUSI320,1,BUSI320,1
SIASUG2022-0091,SIASUG2022-0091,BUSI320,1,BUSI320,1
SIASUG2022-0099,SIASUG2022-0099,BUSI320,1,BUSI320,1
SIASUG2022-0103,SIASUG2022-0103,BUSI320,1,BUSI320,1
SIASUG2022-0164,SIASUG2022-0164,BUSI320,1,BUSI320,1
SIASUG2022-0170,SIASUG2022-0170,BUSI320,1,BUSI320,1
SIASUG2023-0007,SIASUG2023-0007,BUSI320,1,BUSI320,1
SIASUG2023-0019,SIASUG2023-0019,BUSI320,1,BUSI320,1
SIASUG2023-0042,SIASUG2023-0042,BUSI320,1,BUSI320,1
SIASUG2023-0048,SIASUG2023-0048,BUSI320,1,BUSI320,1
SIASUG2023-0061,SIASUG2023-0061,BUSI320,1,BUSI320,1
SIASUG2023-0067,SIASUG2023-0067,BUSI320,1,BUSI320,1
SIASUG2023-0089,SIASUG2023-0089,BUSI320,1,BUSI320,1
SIASUG2023-0098,SIASUG2023-0098,BUSI320,1,BUSI320,1
SIASUG2023-0099,SIASUG2023-0099,BUSI320,1,BUSI320,1
SIASUG2023-0131,SIASUG2023-0131,BUSI320,1,BUSI320,1
SIASUG2023-0150,SIASUG2023-0150,BUSI320,1,BUSI320,1
SIASUG2023-0153,SIASUG2023-0153,BUSI320,1,BUSI320,1
SIASUG2023-0161,SIASUG2023-0161,BUSI320,1,BUSI320,1
SIASUG2023-0175,SIASUG2023-0175,BUSI320,1,BUSI320,1
SIASUG2023-0189,SIASUG2023-0189,BUSI320,1,BUSI320,1
SIASUG2023-0209,SIASUG2023-0209,BUSI320,1,BUSI320,1
SIASUG2023-0223,SIASUG2023-0223,BUSI320,1,BUSI320,1
SIASUG2023-0245,SIASUG2023-0245,BUSI320,1,BUSI320,1
SIASUG2023-0256,SIASUG2023-0256,BUSI320,1,BUSI320,1
SIASUG2023-0264,SIASUG2023-0264,BUSI320,1,BUSI320,1
SIASUG2023-0271,SIASUG2023-0271,BUSI320,1,BUSI320,1
SIASUG2023-0278,SIASUG2023-0278,BUSI320,1,BUSI320,1
SIASUG2023-0280,SIASUG2023-0280,BUSI320,1,BUSI320,1
SIASUG2023-0301,SIASUG2023-0301,BUSI320,1,BUSI320,1
SIASUG2022-0007,SIASUG2022-0007,BUSI331,1,BUSI331,1
SIASUG2022-0008,SIASUG2022-0008,BUSI331,1,BUSI331,1
SIASUG2022-0063,SIASUG2022-0063,BUSI331,1,BUSI331,1
SIASUG2022-0072,SIASUG2022-0072,BUSI331,1,BUSI331,1
SIASUG2022-0091,SIASUG2022-0091,BUSI331,1,BUSI331,1
SIASUG2022-0126,SIASUG2022-0126,BUSI331,1,BUSI331,1
SIASUG2022-0164,SIASUG2022-0164,BUSI331,1,BUSI331,1
SIASUG2023-0083,SIASUG2023-0083,BUSI331,1,BUSI331,1
SIASUG2023-0099,SIASUG2023-0099,BUSI331,1,BUSI331,1
SIASUG2023-0115,SIASUG2023-0115,BUSI331,1,BUSI331,1
SIASUG2023-0133,SIASUG2023-0133,BUSI331,1,BUSI331,1
SIASUG2023-0196,SIASUG2023-0196,BUSI331,1,BUSI331,1
SIASUG2023-0202,SIASUG2023-0202,BUSI331,1,BUSI331,1
SIASUG2023-0221,SIASUG2023-0221,BUSI331,1,BUSI331,1
SIASUG2023-0223,SIASUG2023-0223,BUSI331,1,BUSI331,1
SIASUG2023-0264,SIASUG2023-0264,BUSI331,1,BUSI331,1
SIASUG2023-0274,SIASUG2023-0274,BUSI331,1,BUSI331,1
SIASUG2024-007,SIASUG2024-007,BUSI331,1,BUSI331,1
SIASUG2024-015,SIASUG2024-015,BUSI331,1,BUSI331,1
SIASUG2024-023,SIASUG2024-023,BUSI331,1,BUSI331,1
SIASUG2024-024,SIASUG2024-024,BUSI331,1,BUSI331,1
SIASUG2024-035,SIASUG2024-035,BUSI331,1,BUSI331,1
SIASUG2024-051,SIASUG2024-051,BUSI331,1,BUSI331,1
SIASUG2024-055,SIASUG2024-055,BUSI331,1,BUSI331,1
SIASUG2024-060,SIASUG2024-060,BUSI331,1,BUSI331,1
SIASUG2024-068,SIASUG2024-068,BUSI331,1,BUSI331,1
SIASUG2024-076,SIASUG2024-076,BUSI331,1,BUSI331,1
SIASUG2024-079,SIASUG2024-079,BUSI331,1,BUSI331,1
SIASUG2024-089,SIASUG2024-089,BUSI331,1,BUSI331,1
SIASUG2024-093,SIASUG2024-093,BUSI331,1,BUSI331,1
SIASUG2024-094,SIASUG2024-094,BUSI331,1,BUSI331,1
SIASUG2024-096,SIASUG2024-096,BUSI331,1,BUSI331,1
SIASUG2024-103,SIASUG2024-103,BUSI331,1,BUSI331,1
SIASUG2024-117,SIASUG2024-117,BUSI331,1,BUSI331,1
SIASUG2024-128,SIASUG2024-128,BUSI331,1,BUSI331,1
SIASUG2024-129,SIASUG2024-129,BUSI331,1,BUSI331,1
SIASUG2024-149,SIASUG2024-149,BUSI331,1,BUSI331,1
SIASUG2024-159,SIASUG2024-159,BUSI331,1,BUSI331,1
SIASUG2024-178,SIASUG2024-178,BUSI331,1,BUSI331,1
SIASUG2024-189,SIASUG2024-189,BUSI331,1,BUSI331,1
SIASUG2024-193,SIASUG2024-193,BUSI331,1,BUSI331,1
SIASUG2024-212,SIASUG2024-212,BUSI331,1,BUSI331,1
SIASUG2024-218,SIASUG2024-218,BUSI331,1,BUSI331,1
SIASUG2024-228,SIASUG2024-228,BUSI331,1,BUSI331,1
SIASUG2024-246,SIASUG2024-246,BUSI331,1,BUSI331,1
SIASUG2024-249,SIASUG2024-249,BUSI331,1,BUSI331,1
SIASUG2019-0110,SIASUG2019-0110,BUSI332,1,BUSI332,1
SIASUG2021-0026,SIASUG2021-0026,BUSI332,1,BUSI332,1
SIASUG2022-0008,SIASUG2022-0008,BUSI332,1,BUSI332,1
SIASUG2022-0026,SIASUG2022-0026,BUSI332,1,BUSI332,1
SIASUG2022-0029,SIASUG2022-0029,BUSI332,1,BUSI332,1
SIASUG2022-0046,SIASUG2022-0046,BUSI332,1,BUSI332,1
SIASUG2022-0048,SIASUG2022-0048,BUSI332,1,BUSI332,1
SIASUG2022-0062,SIASUG2022-0062,BUSI332,1,BUSI332,1
SIASUG2022-0072,SIASUG2022-0072,BUSI332,1,BUSI332,1
SIASUG2022-0103,SIASUG2022-0103,BUSI332,1,BUSI332,1
SIASUG2022-0108,SIASUG2022-0108,BUSI332,1,BUSI332,1
SIASUG2022-0111,SIASUG2022-0111,BUSI332,1,BUSI332,1
SIASUG2022-0121,SIASUG2022-0121,BUSI332,1,BUSI332,1
SIASUG2022-0125,SIASUG2022-0125,BUSI332,1,BUSI332,1
SIASUG2022-0126,SIASUG2022-0126,BUSI332,1,BUSI332,1
SIASUG2022-0156,SIASUG2022-0156,BUSI332,1,BUSI332,1
SIASUG2022-0164,SIASUG2022-0164,BUSI332,1,BUSI332,1
SIASUG2022-0188,SIASUG2022-0188,BUSI332,1,BUSI332,1
SIASUG2023-0001,SIASUG2023-0001,BUSI332,1,BUSI332,1
SIASUG2023-0003,SIASUG2023-0003,BUSI332,1,BUSI332,1
SIASUG2023-0004,SIASUG2023-0004,BUSI332,1,BUSI332,1
SIASUG2023-0007,SIASUG2023-0007,BUSI332,1,BUSI332,1
SIASUG2023-0019,SIASUG2023-0019,BUSI332,1,BUSI332,1
SIASUG2023-0048,SIASUG2023-0048,BUSI332,1,BUSI332,1
SIASUG2023-0082,SIASUG2023-0082,BUSI332,1,BUSI332,1
SIASUG2023-0083,SIASUG2023-0083,BUSI332,1,BUSI332,1
SIASUG2023-0089,SIASUG2023-0089,BUSI332,1,BUSI332,1
SIASUG2023-0108,SIASUG2023-0108,BUSI332,1,BUSI332,1
SIASUG2023-0115,SIASUG2023-0115,BUSI332,1,BUSI332,1
SIASUG2023-0125,SIASUG2023-0125,BUSI332,1,BUSI332,1
SIASUG2023-0129,SIASUG2023-0129,BUSI332,1,BUSI332,1
SIASUG2023-0130,SIASUG2023-0130,BUSI332,1,BUSI332,1
SIASUG2023-0133,SIASUG2023-0133,BUSI332,1,BUSI332,1
SIASUG2023-0161,SIASUG2023-0161,BUSI332,1,BUSI332,1
SIASUG2023-0188,SIASUG2023-0188,BUSI332,1,BUSI332,1
SIASUG2023-0189,SIASUG2023-0189,BUSI332,1,BUSI332,1
SIASUG2023-0190,SIASUG2023-0190,BUSI332,1,BUSI332,1
SIASUG2023-0191,SIASUG2023-0191,BUSI332,1,BUSI332,1
SIASUG2023-0196,SIASUG2023-0196,BUSI332,1,BUSI332,1
SIASUG2023-0202,SIASUG2023-0202,BUSI332,1,BUSI332,1
SIASUG2023-0216,SIASUG2023-0216,BUSI332,1,BUSI332,1
SIASUG2023-0221,SIASUG2023-0221,BUSI332,1,BUSI332,1
SIASUG2023-0245,SIASUG2023-0245,BUSI332,1,BUSI332,1
SIASUG2023-0264,SIASUG2023-0264,BUSI332,1,BUSI332,1
SIASUG2023-0266,SIASUG2023-0266,BUSI332,1,BUSI332,1
SIASUG2023-0267,SIASUG2023-0267,BUSI332,1,BUSI332,1
SIASUG2023-0271,SIASUG2023-0271,BUSI332,1,BUSI332,1
SIASUG2023-0274,SIASUG2023-0274,BUSI332,1,BUSI332,1
SIASUG2023-0280,SIASUG2023-0280,BUSI332,1,BUSI332,1
SIASUG2023-0291,SIASUG2023-0291,BUSI332,1,BUSI332,1
SIASUG2023-0301,SIASUG2023-0301,BUSI332,1,BUSI332,1
SIASUG2022-0079,SIASUG2022-0079,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2022-0118,SIASUG2022-0118,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0004,SIASUG2023-0004,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0035,SIASUG2023-0035,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0041,SIASUG2023-0041,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0047,SIASUG2023-0047,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0050,SIASUG2023-0050,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0054,SIASUG2023-0054,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0056,SIASUG2023-0056,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0097,SIASUG2023-0097,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0113,SIASUG2023-0113,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0120,SIASUG2023-0120,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0157,SIASUG2023-0157,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0164,SIASUG2023-0164,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0213,SIASUG2023-0213,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0236,SIASUG2023-0236,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0241,SIASUG2023-0241,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0265,SIASUG2023-0265,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0272,SIASUG2023-0272,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2023-0287,SIASUG2023-0287,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-001,SIASUG2024-001,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-002,SIASUG2024-002,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-008,SIASUG2024-008,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-016,SIASUG2024-016,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-033,SIASUG2024-033,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-034,SIASUG2024-034,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-039,SIASUG2024-039,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-046,SIASUG2024-046,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-054,SIASUG2024-054,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-057,SIASUG2024-057,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-062,SIASUG2024-062,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-066,SIASUG2024-066,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-070,SIASUG2024-070,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-071,SIASUG2024-071,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-072,SIASUG2024-072,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-080,SIASUG2024-080,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-081,SIASUG2024-081,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-091,SIASUG2024-091,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-109,SIASUG2024-109,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-112,SIASUG2024-112,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-119,SIASUG2024-119,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-121,SIASUG2024-121,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-124,SIASUG2024-124,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-136,SIASUG2024-136,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-138,SIASUG2024-138,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-140,SIASUG2024-140,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-143,SIASUG2024-143,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-144,SIASUG2024-144,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-164,SIASUG2024-164,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-176,SIASUG2024-176,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-182,SIASUG2024-182,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-200,SIASUG2024-200,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-226,SIASUG2024-226,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2024-252,SIASUG2024-252,CHEM210|BIOS210,1,CHEM210|BIOS210,1
SIASUG2022-0148,SIASUG2022-0148,CHEM212,1,CHEM212,1
SIASUG2023-0027,SIASUG2023-0027,CHEM212,1,CHEM212,1
SIASUG2023-0079,SIASUG2023-0079,CHEM212,1,CHEM212,1
SIASUG2023-0101,SIASUG2023-0101,CHEM212,1,CHEM212,1
SIASUG2023-0116,SIASUG2023-0116,CHEM212,1,CHEM212,1
SIASUG2023-0132,SIASUG2023-0132,CHEM212,1,CHEM212,1
SIASUG2023-0142,SIASUG2023-0142,CHEM212,1,CHEM212,1
SIASUG2023-0143,SIASUG2023-0143,CHEM212,1,CHEM212,1
SIASUG2023-0163,SIASUG2023-0163,CHEM212,1,CHEM212,1
SIASUG2023-0217,SIASUG2023-0217,CHEM212,1,CHEM212,1
SIASUG2023-0250,SIASUG2023-0250,CHEM212,1,CHEM212,1
SIASUG2023-0262,SIASUG2023-0262,CHEM212,1,CHEM212,1
SIASUG2023-0265,SIASUG2023-0265,CHEM212,1,CHEM212,1
SIASUG2023-0282,SIASUG2023-0282,CHEM212,1,CHEM212,1
SIASUG2023-0287,SIASUG2023-0287,CHEM212,1,CHEM212,1
SIASUG2022-0109,SIASUG2022-0109,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2022-0182,SIASUG2022-0182,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0004,SIASUG2023-0004,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0047,SIASUG2023-0047,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0050,SIASUG2023-0050,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0113,SIASUG2023-0113,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0122,SIASUG2023-0122,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0149,SIASUG2023-0149,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0164,SIASUG2023-0164,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0167,SIASUG2023-0167,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0178,SIASUG2023-0178,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0179,SIASUG2023-0179,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0236,SIASUG2023-0236,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2024-029,SIASUG2024-029,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2024-116,SIASUG2024-116,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2024-143,SIASUG2024-143,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2024-156,SIASUG2024-156,CHEM213|BIOS213,1,CHEM213|BIOS213,1
SIASUG2023-0027,SIASUG2023-0027,CHEM215,1,CHEM215,1
SIASUG2023-0051,SIASUG2023-0051,CHEM215,1,CHEM215,1
SIASUG2023-0101,SIASUG2023-0101,CHEM215,1,CHEM215,1
SIASUG2023-0162,SIASUG2023-0162,CHEM215,1,CHEM215,1
SIASUG2023-0250,SIASUG2023-0250,CHEM215,1,CHEM215,1
SIASUG2023-0265,SIASUG2023-0265,CHEM215,1,CHEM215,1
SIASUG2023-0282,SIASUG2023-0282,CHEM215,1,CHEM215,1
SIASUG2024-008,SIASUG2024-008,CHEM215,1,CHEM215,1
SIASUG2024-046,SIASUG2024-046,CHEM215,1,CHEM215,1
SIASUG2024-057,SIASUG2024-057,CHEM215,1,CHEM215,1
SIASUG2024-112,SIASUG2024-112,CHEM215,1,CHEM215,1
SIASUG2024-121,SIASUG2024-121,CHEM215,1,CHEM215,1
SIASUG2024-136,SIASUG2024-136,CHEM215,1,CHEM215,1
SIASUG2023-0079,SIASUG2023-0079,CHEM217,1,CHEM217,1
SIASUG2023-0101,SIASUG2023-0101,CHEM217,1,CHEM217,1
SIASUG2023-0116,SIASUG2023-0116,CHEM217,1,CHEM217,1
SIASUG2023-0132,SIASUG2023-0132,CHEM217,1,CHEM217,1
SIASUG2023-0142,SIASUG2023-0142,CHEM217,1,CHEM217,1
SIASUG2023-0143,SIASUG2023-0143,CHEM217,1,CHEM217,1
SIASUG2023-0190,SIASUG2023-0190,CHEM217,1,CHEM217,1
SIASUG2023-0217,SIASUG2023-0217,CHEM217,1,CHEM217,1
SIASUG2023-0250,SIASUG2023-0250,CHEM217,1,CHEM217,1
SIASUG2023-0262,SIASUG2023-0262,CHEM217,1,CHEM217,1
SIASUG2023-0265,SIASUG2023-0265,CHEM217,1,CHEM217,1
SIASUG2023-0282,SIASUG2023-0282,CHEM217,1,CHEM217,1
SIASUG2023-0287,SIASUG2023-0287,CHEM217,1,CHEM217,1
SIASUG2024-008,SIASUG2024-008,CHEM217,1,CHEM217,1
SIASUG2024-046,SIASUG2024-046,CHEM217,1,CHEM217,1
SIASUG2024-057,SIASUG2024-057,CHEM217,1,CHEM217,1
SIASUG2024-091,SIASUG2024-091,CHEM217,1,CHEM217,1
SIASUG2024-112,SIASUG2024-112,CHEM217,1,CHEM217,1
SIASUG2024-121,SIASUG2024-121,CHEM217,1,CHEM217,1
SIASUG2024-164,SIASUG2024-164,CHEM217,1,CHEM217,1
SIASUG2019-0110,SIASUG2019-0110,CHEM218,1,CHEM218,1
SIASUG2022-0054,SIASUG2022-0054,CHEM218,1,CHEM218,1
SIASUG2023-0079,SIASUG2023-0079,CHEM218,1,CHEM218,1
SIASUG2023-0116,SIASUG2023-0116,CHEM218,1,CHEM218,1
SIASUG2023-0132,SIASUG2023-0132,CHEM218,1,CHEM218,1
SIASUG2023-0142,SIASUG2023-0142,CHEM218,1,CHEM218,1
SIASUG2023-0143,SIASUG2023-0143,CHEM218,1,CHEM218,1
SIASUG2023-0163,SIASUG2023-0163,CHEM218,1,CHEM218,1
SIASUG2023-0262,SIASUG2023-0262,CHEM218,1,CHEM218,1
SIASUG2023-0287,SIASUG2023-0287,CHEM218,1,CHEM218,1
SIASUG2022-0016,SIASUG2022-0016,CHEM322|BIOS322,1,CHEM322|BIOS322,1
SIASUG2022-0026,SIASUG2022-0026,CHEM322|BIOS322,1,CHEM322|BIOS322,1
SIASUG2022-0049,SIASUG2022-0049,CHEM322|BIOS322,1,CHEM322|BIOS322,1
SIASUG2022-0075,SIASUG2022-0075,CHEM322|BIOS322,1,CHEM322|BIOS322,1
SIASUG2022-0079,SIASUG2022-0079,CHEM322|BIOS322,1,CHEM322|BIOS322,1
SIASUG2022-0118,SIASUG2022-0118,CHEM322|BIOS322,1,CHEM322|BIOS322,1
SIASUG2022-0160,SIASUG2022-0160,CHEM322|BIOS322,1,CHEM322|BIOS322,1
SIASUG2022-0026,SIASUG2022-0026,CHEM412,1,CHEM412,1
SIASUG2022-0098,SIASUG2022-0098,CHEM412,1,CHEM412,1
SIASUG2023-0051,SIASUG2023-0051,CHEM412,1,CHEM412,1
SIASUG2023-0287,SIASUG2023-0287,CHEM412,1,CHEM412,1
SIASUG2022-0016,SIASUG2022-0016,CHEM413,1,CHEM413,1
SIASUG2022-0026,SIASUG2022-0026,CHEM413,1,CHEM413,1
SIASUG2022-0036,SIASUG2022-0036,CHEM413,1,CHEM413,1
SIASUG2022-0054,SIASUG2022-0054,CHEM413,1,CHEM413,1
