Roll No.,TRIM,SECTION,G CODE,Sections
UG-T1-237,1,KCCS101,KCCS101-WOC(B),B
UG-T1-242,1,KCCS123,KCCS123-PHP(C),C
UG-T1-238,1,KCCS123,KCCS123-PHP(C),C
UG-T1-237,1,KCCS103,KCCS103-CE(B),B
UG-T1-240,1,KCCS133,KCCS133-DTG(B),B
UG-T1-239,1,KCCS133,KCCS133-DTG(B),B
UG-T1-242,1,KCCS133,KCCS133-DTG(C),C
UG-T1-238,1,KCCS133,KCCS133-DTG(C),C
UG-T7-091,7,ECON205,ECON205|HIST211,A
UG-T4-111,4,LITT205,LITT205,A
UG-T4-111,4,PHIL202,PHIL202,A
UG-T4-163,4,PSYC203,PSYC203|BIOS203(B),B
UG-T7-026,7,ECON223,ECON223(B),B
UG-T7-161,7,LITT338,LITT338,A
UG-T1-239,1,KCCS101,KCCS101-WOC(H),H
UG-T1-240,1,KCCS101,KCCS101-WOC(G),G
UG-T1-241,1,KCCS122,KCCS122-ESH(C),C
UG-T1-241,1,KCCS102,KCCS102-MR(C),C
UG-T1-241,1,KCCS101,KCCS101-WOC(D),D
UG-T1-241,1,KCCS103,KCCS103-CE(B),B
UG-T7-011,7,ARTS315,ARTS315|HIST335|ENVS316,A
UG-T7-011,7,PSYC321,PSYC321,A
UG-T7-011,7,POLT334,POLT334|SOCL334,A
UG-T4-059,4,ECON212,ECON212(A),A
UG-T4-059,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-059,4,PSYC201,PSYC201(A),A
UG-T4-059,4,ECON211,ECON211(B),B
UG-T7-109,7,PSYC307,PSYC307(B),B
UG-T1-243,1,KCCS122,KCCS122-ESH(A),A
UG-T1-243,1,KCCS102,KCCS102-MR(G),G
UG-T1-243,1,KCCS123,KCCS123-PHP(B),B
UG-T1-243,1,KCCS133,KCCS133-DTG(B),B
UG-T7-085,7,SOCL215,SOCL215|POLT222,A
UG-T10-014,10,CHEM213,CHEM213|BIOS213,A
UG-T10-031,10,CHEM213,CHEM213|BIOS213,A
UG-T7-034,7,CHEM213,CHEM213|BIOS213,A
UG-T7-039,7,CHEM213,CHEM213|BIOS213,A
UG-T7-167,7,CHEM213,CHEM213|BIOS213,A
UG-T7-057,7,CHEM213,CHEM213|BIOS213,A
UG-T7-149,7,CHEM213,CHEM213|BIOS213,A
UG-T7-166,7,ECON212,ECON212(A),A
UG-T4-148,4,PHYS221,PHYS221,A
UG-T7-014,7,BUSI320,BUSI320,A
UG-T4-109,4,BUSI203,BUSI203,A
UG-T7-007,7,POLT202,POLT202,A
UG-T4-004,4,BIOS201,BIOS201,A
UG-T10-021,10,COMP401,COMP401,A
UG-T7-181,7,KCCS123,KCCS123-PHP(A),A
UG-T7-181,7,KCCS103,KCCS103-CE(A),A
UG-T4-178,4,ECON212,ECON212(B),B
UG-T4-127,4,ECON211,ECON211(A),A
UG-T4-127,4,ECON212,ECON212(B),B
UG-T1-244,1,KCCS122,KCCS122-ESH(C),C
UG-T1-244,1,KCCS102,KCCS102-MR(G),G
UG-T1-244,1,KCCS103,KCCS103-CE(A),A
UG-T1-244,1,KCCS133,KCCS133-DTG(A),A
UG-T1-245,1,KCCS122,KCCS122-ESH(E),E
UG-T1-245,1,KCCS102,KCCS102-MR(A),A
UG-T1-245,1,KCCS123,KCCS123-PHP(C),C
UG-T1-245,1,KCCS133,KCCS133-DTG(C),C
UG-T4-148,4,ECON223,ECON223(B),B
UG-T7-067,7,ECON223,ECON223(A),A
UG-T10-015,10,LITT338,LITT338,A
UG-T7-086,7,ARTS315,ARTS315|HIST335|ENVS316,A
UG-T4-116,4,PSYC201,PSYC201(B),B
UG-T4-031,4,PSYC201,PSYC201(B),B
UG-T4-123,4,ARTS202,ARTS202,A
UG-T4-083,4,ARTS202,ARTS202,A
UG-T7-009,7,ECON313,ECON313,A
UG-T7-088,7,PSYC307,PSYC307(B),B
UG-T4-024,4,DATA202,DATA202(A),A
UG-T7-125,7,LITT315,ENVS315|LITT315|SOCL315,A
UG-T7-124,7,LITT315,ENVS315|LITT315|SOCL315,A
UG-T4-117,4,PSYC201,PSYC201(A),A
UG-T4-117,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-117,4,KCCS123,KCCS123-PHP(A),A
UG-T7-003,7,DATA203,DATA203(A),A
UG-T7-003,7,KCCS123,KCCS123-PHP(A),A
UG-T7-003,7,KCCS103,KCCS103-CE(A),A
UG-T7-175,7,KCCS133,KCCS133-DTG(A),A
UG-T7-175,7,KCCS102,KCCS102-MR(A),A
UG-T7-175,7,ECON206,ECON206,A
UG-T7-175,7,ECON205,ECON205|HIST211,A
UG-T7-003,7,COMP201,COMP201,A
UG-T4-163,4,PSYC201,PSYC201(B),B
UG-T4-193,4,DATA202,DATA202(B),B
UG-T7-011,7,PSYC307,PSYC307(B),B
UG-T4-111,4,POLT202,POLT202,A
UG-T4-111,4,POLT203,POLT203,A
UG-T7-018,7,BUSI316,BUSI316,A
UG-T7-018,7,BUSI320,BUSI320,A
UG-T7-018,7,MATH201,MATH201,A
UG-T7-018,7,MATH230,MATH230,A
UG-T4-063,4,DATA203,DATA203(B),B
UG-T10-035,10,ECON312,ECON312,A
UG-T10-005,10,DATA202,DATA202(B),B
UG-T4-063,4,DATA202,DATA202(B),B
UG-T4-075,4,DATA202,DATA202(B),B
UG-T7-048,7,ECON223,ECON223(B),B
UG-T7-048,7,ECON330,ECON330|BUSI330,A
UG-T7-048,7,HIST334,HIST334,A
UG-T7-048,7,POLT203,POLT203,A
UG-T7-048,7,POLT222,SOCL215|POLT222,A
UG-T4-101,4,CHEM215,CHEM215,A
UG-T7-004,7,PHIL331,COMP331|PHIL331,A
PhD-T4-002,PhD4,ENVS305,ENVS305,A
PhD-T4-002,PhD4,ENVS310,ENVS310,A
PhD-T4-001,PhD4,SOCL215,SOCL215|POLT222,A
UG-T4-215,4,DATA202,DATA202(B),B
UG-T7-145,7,BIOS251,BIOS251|HIST251,A
UG-T7-015,7,ECON223,ECON223(A),A
PhD-T1-005,PhD1,POLT631,POLT431&POLT631,A
UG-T4-209,4,PSYC201,PSYC201(A),A
UG-T4-078,4,PSYC201,PSYC201(B),B
#N/A,1,KCCS133,KCCS133-DTG(A),A
#N/A,1,KCCS122,KCCS122-ESH(C),C
#N/A,1,KCCS102,KCCS102-MR(E),E
#N/A,1,KCCS123,KCCS123-PHP(A),A
PhD-T1-004,PhD1,PHYS601,PHYS401&PHYS601,A
UG-T4-117,4,KCCS122,KCCS122-ESH(B),B
#N/A,1,KCCS133,KCCS133-DTG(B),B
#N/A,1,KCCS122,KCCS122-ESH(D),D
#N/A,1,KCCS102,KCCS102-MR(F),F
#N/A,1,KCCS123,KCCS123-PHP(B),B
PhD-T1-001,PhD1,CWPC601,CWPC601,A
PhD-T1-004,PhD1,CWPC601,CWPC601,A
PhD-T1-005,PhD1,CWPC601,CWPC601,A
PhD-T1-003,PhD1,MATH601,MATH601,A
PhD-T1-006,PhD1,MATH601,MATH601,A
PhD-T1-002,PhD1,MATH601,MATH601,A
PhD-T1-003,PhD1,MATH631,MATH631,A
PhD-T1-006,PhD1,MATH631,MATH631,A
PhD-T1-002,PhD1,MATH631,MATH631,A
PhD-T1-003,PhD1,MATH641,MATH641,A
PhD-T1-006,PhD1,MATH641,MATH641,A
PhD-T1-002,PhD1,MATH641,MATH641,A
PhD-T4-001,PhD4,PhDG601,PhDG601,A
PhD-T4-002,PhD4,PhDG601,PhDG601,A
PhD-T1-001,PhD1,PhDG601,PhDG601,A
PhD-T1-004,PhD1,PhDG601,PhDG601,A
PhD-T1-005,PhD1,PhDG601,PhDG601,A
PhD-T1-003,PhD1,PhDG601,PhDG601,A
PhD-T1-006,PhD1,PhDG601,PhDG601,A
PhD-T1-002,PhD1,PhDG601,PhDG601,A
PhD-T1-001,PhD1,PhDG602,PhDG602,A
PhD-T1-004,PhD1,PhDG602,PhDG602,A
PhD-T1-005,PhD1,PhDG602,PhDG602,A
PhD-T4-001,PhD4,PhDG602,PhDG602,A
PhD-T4-002,PhD4,PhDG602,PhDG602,A
