Roll No.,TRIM,SECTION,G CODE,Sections
UG-T4-052,4,ECON211,ECON211(B),B
UG-T4-053,4,ECON211,ECON211(A),A
UG-T4-054,4,ECON211,ECON211(B),B
UG-T4-070,4,ECON211,ECON211(A),A
UG-T4-075,4,ECON211,ECON211(B),B
UG-T4-085,4,ECON211,ECON211(A),A
UG-T4-093,4,ECON211,ECON211(B),B
UG-T4-094,4,ECON211,ECON211(A),A
UG-T4-102,4,ECON211,ECON211(B),B
UG-T4-119,4,ECON211,ECON211(A),A
UG-T4-134,4,ECON211,ECON211(B),B
UG-T4-136,4,ECON211,ECON211(A),A
UG-T4-149,4,ECON211,ECON211(B),B
UG-T4-157,4,ECON211,ECON211(A),A
UG-T4-161,4,ECON211,ECON211(B),B
UG-T4-166,4,ECON211,ECON211(A),A
UG-T4-168,4,ECON211,ECON211(B),B
UG-T4-169,4,ECON211,ECON211(A),A
UG-T4-256,4,ECON211,ECON211(B),B
UG-T4-176,4,ECON211,ECON211(A),A
UG-T4-178,4,ECON211,ECON211(B),B
UG-T4-181,4,ECON211,ECON211(A),A
UG-T4-187,4,ECON211,ECON211(B),B
UG-T4-209,4,ECON211,ECON211(A),A
UG-T4-213,4,ECON211,ECON211(B),B
UG-T4-216,4,ECON211,ECON211(A),A
UG-T4-225,4,ECON211,ECON211(B),B
UG-T4-230,4,ECON211,ECON211(A),A
UG-T4-232,4,ECON211,ECON211(B),B
UG-T4-236,4,ECON211,ECON211(A),A
UG-T4-242,4,ECON211,ECON211(B),B
UG-T4-244,4,ECON211,ECON211(A),A
UG-T7-103,7,ECON211,ECON211(B),B
UG-T7-166,7,ECON211,ECON211(A),A
UG-T10-023,10,ECON211,ECON211(B),B
UG-T4-005,4,ECON212,ECON212(A),A
UG-T4-006,4,ECON212,ECON212(B),B
UG-T4-017,4,ECON212,ECON212(A),A
UG-T4-027,4,ECON212,ECON212(B),B
UG-T4-033,4,ECON212,ECON212(B),B
UG-T4-037,4,ECON212,ECON212(A),A
UG-T4-045,4,ECON212,ECON212(B),B
UG-T4-048,4,ECON212,ECON212(A),A
UG-T4-057,4,ECON212,ECON212(B),B
UG-T4-064,4,ECON212,ECON212(A),A
UG-T4-065,4,ECON212,ECON212(B),B
UG-T4-073,4,ECON212,ECON212(A),A
UG-T4-089,4,ECON212,ECON212(A),A
UG-T4-092,4,ECON212,ECON212(B),B
UG-T4-104,4,ECON212,ECON212(A),A
UG-T4-112,4,ECON212,ECON212(B),B
UG-T4-255,4,ECON212,ECON212(A),A
UG-T4-258,4,ECON212,ECON212(B),B
UG-T4-128,4,ECON212,ECON212(A),A
UG-T4-130,4,ECON212,ECON212(B),B
UG-T4-131,4,ECON212,ECON212(A),A
UG-T4-132,4,ECON212,ECON212(B),B
UG-T4-138,4,ECON212,ECON212(A),A
UG-T4-145,4,ECON212,ECON212(B),B
UG-T4-148,4,ECON212,ECON212(A),A
UG-T4-152,4,ECON212,ECON212(B),B
UG-T4-180,4,ECON212,ECON212(A),A
UG-T4-220,4,ECON212,ECON212(B),B
UG-T4-199,4,ECON212,ECON212(B),B
UG-T4-252,4,ECON212,ECON212(B),B
UG-T4-211,4,ECON212,ECON212(A),A
UG-T4-219,4,ECON212,ECON212(B),B
UG-T4-222,4,ECON212,ECON212(A),A
UG-T4-227,4,ECON212,ECON212(B),B
UG-T4-234,4,ECON212,ECON212(A),A
UG-T4-237,4,ECON212,ECON212(B),B
UG-T4-254,4,ECON212,ECON212(A),A
UG-T4-238,4,ECON212,ECON212(B),B
UG-T4-239,4,ECON212,ECON212(A),A
UG-T4-246,4,ECON212,ECON212(B),B
UG-T7-012,7,ECON212,ECON212(A),A
UG-T7-046,7,ECON212,ECON212(B),B
UG-T7-054,7,ECON212,ECON212(A),A
UG-T7-061,7,ECON212,ECON212(B),B
UG-T4-001,4,ECON212,ECON212(B),B
UG-T4-002,4,ECON212,ECON212(A),A
UG-T4-007,4,ECON212,ECON212(B),B
UG-T4-015,4,ECON212,ECON212(A),A
UG-T4-024,4,ECON212,ECON212(B),B
UG-T4-051,4,ECON212,ECON212(A),A
UG-T4-052,4,ECON212,ECON212(B),B
UG-T4-053,4,ECON212,ECON212(A),A
UG-T4-054,4,ECON212,ECON212(B),B
UG-T4-055,4,ECON212,ECON212(A),A
UG-T4-070,4,ECON212,ECON212(B),B
UG-T4-075,4,ECON212,ECON212(A),A
UG-T4-085,4,ECON212,ECON212(B),B
UG-T4-093,4,ECON212,ECON212(A),A
UG-T4-094,4,ECON212,ECON212(B),B
UG-T4-102,4,ECON212,ECON212(A),A
UG-T4-119,4,ECON212,ECON212(B),B
UG-T4-134,4,ECON212,ECON212(A),A
UG-T4-136,4,ECON212,ECON212(B),B
UG-T4-149,4,ECON212,ECON212(A),A
UG-T4-157,4,ECON212,ECON212(B),B
UG-T4-161,4,ECON212,ECON212(A),A
UG-T4-166,4,ECON212,ECON212(B),B
UG-T4-168,4,ECON212,ECON212(A),A
UG-T4-169,4,ECON212,ECON212(B),B
UG-T4-256,4,ECON212,ECON212(A),A
UG-T4-176,4,ECON212,ECON212(B),B
UG-T4-181,4,ECON212,ECON212(B),B
UG-T4-187,4,ECON212,ECON212(A),A
UG-T4-205,4,ECON212,ECON212(B),B
UG-T4-209,4,ECON212,ECON212(A),A
UG-T4-213,4,ECON212,ECON212(B),B
UG-T4-216,4,ECON212,ECON212(A),A
UG-T4-225,4,ECON212,ECON212(B),B
UG-T4-230,4,ECON212,ECON212(A),A
UG-T4-232,4,ECON212,ECON212(B),B
UG-T4-236,4,ECON212,ECON212(A),A
UG-T4-242,4,ECON212,ECON212(B),B
UG-T4-243,4,ECON212,ECON212(A),A
UG-T4-244,4,ECON212,ECON212(B),B
UG-T7-060,7,ECON212,ECON212(A),A
UG-T7-114,7,ECON212,ECON212(B),B
UG-T7-161,7,ECON212,ECON212(A),A
UG-T7-089,7,ECON212,ECON212(B),B
UG-T4-005,4,ECON223,ECON223(A),A
UG-T4-006,4,ECON223,ECON223(B),B
UG-T4-017,4,ECON223,ECON223(A),A
UG-T4-027,4,ECON223,ECON223(B),B
UG-T4-030,4,ECON223,ECON223(A),A
UG-T4-033,4,ECON223,ECON223(B),B
UG-T4-037,4,ECON223,ECON223(A),A
UG-T4-045,4,ECON223,ECON223(B),B
UG-T4-048,4,ECON223,ECON223(A),A
UG-T4-057,4,ECON223,ECON223(B),B
UG-T4-064,4,ECON223,ECON223(A),A
UG-T4-073,4,ECON223,ECON223(A),A
UG-T4-074,4,ECON223,ECON223(B),B
UG-T4-089,4,ECON223,ECON223(B),B
UG-T4-092,4,ECON223,ECON223(A),A
UG-T4-104,4,ECON223,ECON223(B),B
UG-T4-112,4,ECON223,ECON223(A),A
UG-T4-258,4,ECON223,ECON223(B),B
UG-T4-128,4,ECON223,ECON223(A),A
UG-T4-130,4,ECON223,ECON223(B),B
UG-T4-131,4,ECON223,ECON223(A),A
UG-T4-132,4,ECON223,ECON223(B),B
UG-T4-138,4,ECON223,ECON223(A),A
UG-T4-145,4,ECON223,ECON223(B),B
UG-T4-152,4,ECON223,ECON223(B),B
UG-T4-180,4,ECON223,ECON223(A),A
UG-T4-199,4,ECON223,ECON223(A),A
UG-T4-252,4,ECON223,ECON223(B),B
UG-T4-219,4,ECON223,ECON223(B),B
UG-T4-222,4,ECON223,ECON223(A),A
UG-T4-237,4,ECON223,ECON223(B),B
UG-T4-254,4,ECON223,ECON223(A),A
UG-T4-238,4,ECON223,ECON223(B),B
UG-T4-239,4,ECON223,ECON223(A),A
UG-T4-246,4,ECON223,ECON223(B),B
UG-T7-012,7,ECON223,ECON223(A),A
UG-T7-046,7,ECON223,ECON223(A),A
UG-T7-090,7,ECON223,ECON223(A),A
UG-T7-091,7,ECON223,ECON223(B),B
UG-T10-004,10,ECON223,ECON223(B),B
UG-T4-001,4,ECON223,ECON223(A),A
UG-T4-007,4,ECON223,ECON223(B),B
UG-T4-015,4,ECON223,ECON223(A),A
UG-T4-052,4,ECON223,ECON223(B),B
UG-T4-053,4,ECON223,ECON223(A),A
UG-T4-070,4,ECON223,ECON223(B),B
UG-T4-085,4,ECON223,ECON223(A),A
UG-T4-094,4,ECON223,ECON223(B),B
UG-T4-102,4,ECON223,ECON223(A),A
UG-T4-119,4,ECON223,ECON223(B),B
UG-T4-134,4,ECON223,ECON223(A),A
UG-T4-136,4,ECON223,ECON223(B),B
UG-T4-149,4,ECON223,ECON223(A),A
UG-T4-157,4,ECON223,ECON223(B),B
UG-T4-161,4,ECON223,ECON223(A),A
UG-T4-168,4,ECON223,ECON223(A),A
UG-T4-169,4,ECON223,ECON223(B),B
UG-T4-256,4,ECON223,ECON223(A),A
UG-T4-176,4,ECON223,ECON223(B),B
UG-T4-181,4,ECON223,ECON223(A),A
UG-T4-187,4,ECON223,ECON223(B),B
UG-T4-205,4,ECON223,ECON223(A),A
UG-T4-209,4,ECON223,ECON223(B),B
UG-T4-213,4,ECON223,ECON223(A),A
UG-T4-216,4,ECON223,ECON223(B),B
UG-T4-225,4,ECON223,ECON223(A),A
UG-T4-230,4,ECON223,ECON223(B),B
UG-T4-232,4,ECON223,ECON223(A),A
UG-T4-236,4,ECON223,ECON223(B),B
UG-T4-242,4,ECON223,ECON223(A),A
UG-T4-244,4,ECON223,ECON223(B),B
UG-T7-014,7,ECON223,ECON223(A),A
UG-T7-103,7,ECON223,ECON223(A),A
UG-T7-128,7,ECON223,ECON223(B),B
UG-T7-089,7,ECON223,ECON223(A),A
UG-T10-012,10,ECON223,ECON223(B),B
UG-T10-033,10,ECON223,ECON223(A),A
UG-T4-004,4,PSYC201,PSYC201(A),A
UG-T4-008,4,PSYC201,PSYC201(B),B
UG-T4-011,4,PSYC201,PSYC201(A),A
UG-T4-012,4,PSYC201,PSYC201(B),B
UG-T4-035,4,PSYC201,PSYC201(A),A
UG-T4-036,4,PSYC201,PSYC201(B),B
UG-T4-038,4,PSYC201,PSYC201(A),A
UG-T4-040,4,PSYC201,PSYC201(B),B
UG-T4-043,4,PSYC201,PSYC201(A),A
UG-T4-050,4,PSYC201,PSYC201(B),B
UG-T4-056,4,PSYC201,PSYC201(A),A
UG-T4-062,4,PSYC201,PSYC201(B),B
UG-T4-064,4,PSYC201,PSYC201(A),A
UG-T4-076,4,PSYC201,PSYC201(B),B
UG-T4-077,4,PSYC201,PSYC201(A),A
UG-T4-081,4,PSYC201,PSYC201(B),B
UG-T4-250,4,PSYC201,PSYC201(B),B
UG-T4-098,4,PSYC201,PSYC201(A),A
UG-T4-099,4,PSYC201,PSYC201(B),B
UG-T4-100,4,PSYC201,PSYC201(A),A
UG-T4-105,4,PSYC201,PSYC201(B),B
UG-T4-107,4,PSYC201,PSYC201(A),A
UG-T4-108,4,PSYC201,PSYC201(B),B
UG-T4-109,4,PSYC201,PSYC201(A),A
UG-T4-118,4,PSYC201,PSYC201(A),A
UG-T4-122,4,PSYC201,PSYC201(B),B
UG-T4-128,4,PSYC201,PSYC201(B),B
UG-T4-135,4,PSYC201,PSYC201(B),B
UG-T4-139,4,PSYC201,PSYC201(A),A
UG-T4-142,4,PSYC201,PSYC201(B),B
UG-T4-143,4,PSYC201,PSYC201(A),A
UG-T4-144,4,PSYC201,PSYC201(B),B
UG-T4-145,4,PSYC201,PSYC201(A),A
UG-T4-146,4,PSYC201,PSYC201(B),B
UG-T4-150,4,PSYC201,PSYC201(B),B
UG-T4-153,4,PSYC201,PSYC201(A),A
UG-T4-154,4,PSYC201,PSYC201(B),B
UG-T4-156,4,PSYC201,PSYC201(A),A
UG-T4-158,4,PSYC201,PSYC201(B),B
UG-T4-160,4,PSYC201,PSYC201(A),A
UG-T4-164,4,PSYC201,PSYC201(B),B
UG-T4-173,4,PSYC201,PSYC201(B),B
UG-T4-179,4,PSYC201,PSYC201(B),B
UG-T4-182,4,PSYC201,PSYC201(A),A
UG-T4-190,4,PSYC201,PSYC201(B),B
UG-T4-194,4,PSYC201,PSYC201(A),A
UG-T4-199,4,PSYC201,PSYC201(B),B
UG-T4-203,4,PSYC201,PSYC201(A),A
UG-T4-221,4,PSYC201,PSYC201(A),A
UG-T4-224,4,PSYC201,PSYC201(A),A
UG-T4-226,4,PSYC201,PSYC201(B),B
UG-T4-227,4,PSYC201,PSYC201(A),A
UG-T4-233,4,PSYC201,PSYC201(B),B
UG-T4-247,4,PSYC201,PSYC201(B),B
UG-T4-248,4,PSYC201,PSYC201(A),A
UG-T7-053,7,PSYC201,PSYC201(B),B
UG-T4-229,4,PSYC201,PSYC201(B),B
UG-T4-019,4,PSYC201,PSYC201(A),A
UG-T4-029,4,PSYC201,PSYC201(B),B
UG-T4-096,4,PSYC201,PSYC201(B),B
UG-T4-155,4,PSYC201,PSYC201(A),A
UG-T4-181,4,PSYC201,PSYC201(B),B
UG-T4-197,4,PSYC201,PSYC201(A),A
UG-T4-200,4,PSYC201,PSYC201(B),B
UG-T4-202,4,PSYC201,PSYC201(A),A
UG-T4-251,4,PSYC201,PSYC201(B),B
UG-T4-008,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-011,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-012,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-016,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-032,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-036,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-038,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-040,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-043,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-047,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-050,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-056,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-062,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-065,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-071,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-076,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-077,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-081,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-082,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-098,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-099,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-100,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-107,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-109,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-118,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-122,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-128,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-133,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-142,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-143,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-144,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-146,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-150,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-151,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-153,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-156,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-158,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-160,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-164,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-171,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-173,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-179,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-182,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-190,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-194,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-199,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-203,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-219,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-222,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-226,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-227,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-233,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-235,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-247,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-248,4,PSYC203,PSYC203|BIOS203(A),A
UG-T7-068,7,PSYC203,PSYC203|BIOS203(B),B
UG-T4-229,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-035,4,BIOS203,PSYC203|BIOS203(B),B
UG-T4-072,4,BIOS203,PSYC203|BIOS203(A),A
UG-T4-105,4,BIOS203,PSYC203|BIOS203(B),B
UG-T4-188,4,BIOS203,PSYC203|BIOS203(A),A
UG-T4-212,4,BIOS203,PSYC203|BIOS203(B),B
UG-T7-167,7,BIOS203,PSYC203|BIOS203(B),B
UG-T10-007,10,BIOS203,PSYC203|BIOS203(B),B
UG-T4-019,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-029,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-031,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-078,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-096,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-155,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-181,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-197,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-200,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-202,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-209,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-251,4,PSYC203,PSYC203|BIOS203(A),A
UG-T10-010,10,PSYC307,PSYC307(B),B
UG-T7-155,7,PSYC307,PSYC307(B),B
UG-T7-107,7,PSYC307,PSYC307(B),B
UG-T7-085,7,PSYC307,PSYC307(B),B
UG-T7-159,7,PSYC307,PSYC307(B),B
UG-T7-065,7,PSYC307,PSYC307(B),B
UG-T7-028,7,PSYC307,PSYC307(B),B
UG-T7-075,7,PSYC307,PSYC307(B),B
UG-T7-104,7,PSYC307,PSYC307(B),B
UG-T7-112,7,PSYC307,PSYC307(B),B
UG-T7-141,7,PSYC307,PSYC307(B),B
UG-T4-002,4,DATA202,DATA202(A),A
UG-T4-003,4,DATA202,DATA202(A),A
UG-T4-091,4,DATA202,DATA202(A),A
UG-T4-030,4,DATA202,DATA202(A),A
UG-T4-062,4,DATA202,DATA202(A),A
UG-T4-078,4,DATA202,DATA202(A),A
UG-T4-081,4,DATA202,DATA202(A),A
UG-T4-086,4,DATA202,DATA202(A),A
UG-T4-092,4,DATA202,DATA202(A),A
UG-T4-110,4,DATA202,DATA202(A),A
UG-T4-133,4,DATA202,DATA202(A),A
UG-T4-166,4,DATA202,DATA202(A),A
UG-T4-174,4,DATA202,DATA202(A),A
UG-T4-178,4,DATA202,DATA202(A),A
UG-T4-220,4,DATA202,DATA202(A),A
UG-T4-205,4,DATA202,DATA202(A),A
UG-T7-022,7,DATA202,DATA202(A),A
UG-T7-086,7,DATA202,DATA202(A),A
UG-T7-174,7,DATA202,DATA202(A),A
UG-T7-138,7,DATA202,DATA202(A),A
UG-T10-004,10,DATA202,DATA202(A),A
UG-T4-002,4,DATA203,DATA203(A),A
UG-T4-003,4,DATA203,DATA203(A),A
UG-T4-091,4,DATA203,DATA203(A),A
UG-T4-022,4,DATA203,DATA203(A),A
UG-T4-028,4,DATA203,DATA203(A),A
UG-T4-030,4,DATA203,DATA203(A),A
UG-T4-033,4,DATA203,DATA203(A),A
UG-T4-048,4,DATA203,DATA203(A),A
UG-T4-052,4,DATA203,DATA203(A),A
UG-T4-073,4,DATA203,DATA203(A),A
UG-T4-075,4,DATA203,DATA203(A),A
UG-T4-076,4,DATA203,DATA203(A),A
UG-T4-078,4,DATA203,DATA203(A),A
UG-T4-081,4,DATA203,DATA203(A),A
UG-T4-092,4,DATA203,DATA203(A),A
UG-T4-094,4,DATA203,DATA203(A),A
UG-T4-101,4,DATA203,DATA203(A),A
UG-T4-110,4,DATA203,DATA203(A),A
UG-T4-119,4,DATA203,DATA203(A),A
UG-T4-133,4,DATA203,DATA203(A),A
UG-T4-166,4,DATA203,DATA203(A),A
UG-T4-169,4,DATA203,DATA203(A),A
UG-T4-174,4,DATA203,DATA203(A),A
UG-T4-176,4,DATA203,DATA203(A),A
UG-T4-178,4,DATA203,DATA203(A),A
UG-T4-193,4,DATA203,DATA203(A),A
UG-T4-204,4,DATA203,DATA203(A),A
UG-T4-205,4,DATA203,DATA203(A),A
UG-T4-211,4,DATA203,DATA203(A),A
UG-T4-214,4,DATA203,DATA203(A),A
UG-T4-231,4,DATA203,DATA203(A),A
UG-T4-240,4,DATA203,DATA203(A),A
UG-T10-005,10,DATA203,DATA203(A),A
UG-T4-204,4,DATA202,DATA202(B),B
UG-T4-214,4,DATA202,DATA202(B),B
UG-T4-020,4,DATA202,DATA202(B),B
UG-T4-022,4,DATA202,DATA202(B),B
UG-T4-028,4,DATA202,DATA202(B),B
UG-T4-039,4,DATA202,DATA202(B),B
UG-T4-054,4,DATA202,DATA202(B),B
UG-T4-095,4,DATA202,DATA202(B),B
UG-T4-113,4,DATA202,DATA202(B),B
UG-T4-167,4,DATA202,DATA202(B),B
UG-T4-177,4,DATA202,DATA202(B),B
UG-T4-183,4,DATA202,DATA202(B),B
UG-T4-191,4,DATA202,DATA202(B),B
UG-T4-196,4,DATA202,DATA202(B),B
UG-T4-223,4,DATA202,DATA202(B),B
UG-T4-231,4,DATA202,DATA202(B),B
UG-T4-240,4,DATA202,DATA202(B),B
UG-T7-062,7,DATA202,DATA202(B),B
UG-T10-035,10,DATA202,DATA202(B),B
UG-T10-035,10,DATA203,DATA203(B),B
UG-T7-052,7,DATA203,DATA203(B),B
UG-T4-236,4,DATA203,DATA203(B),B
UG-T4-015,4,DATA203,DATA203(B),B
UG-T4-020,4,DATA203,DATA203(B),B
UG-T4-024,4,DATA203,DATA203(B),B
UG-T4-025,4,DATA203,DATA203(B),B
UG-T4-039,4,DATA203,DATA203(B),B
UG-T4-054,4,DATA203,DATA203(B),B
UG-T4-062,4,DATA203,DATA203(B),B
UG-T4-086,4,DATA203,DATA203(B),B
UG-T4-089,4,DATA203,DATA203(B),B
UG-T4-095,4,DATA203,DATA203(B),B
UG-T4-102,4,DATA203,DATA203(B),B
UG-T4-113,4,DATA203,DATA203(B),B
UG-T4-134,4,DATA203,DATA203(B),B
UG-T4-147,4,DATA203,DATA203(B),B
UG-T4-163,4,DATA203,DATA203(B),B
UG-T4-167,4,DATA203,DATA203(B),B
UG-T4-177,4,DATA203,DATA203(B),B
UG-T4-183,4,DATA203,DATA203(B),B
UG-T4-191,4,DATA203,DATA203(B),B
UG-T4-196,4,DATA203,DATA203(B),B
UG-T4-213,4,DATA203,DATA203(B),B
UG-T4-215,4,DATA203,DATA203(B),B
UG-T4-223,4,DATA203,DATA203(B),B
UG-T4-244,4,DATA203,DATA203(B),B
UG-T7-003,7,COMP350,COMP350,A
UG-T7-003,7,COMP331,COMP331|PHIL331,A
UG-T7-003,7,DATA202,DATA202(A),A
UG-T4-106,4,PSYC201,PSYC201(B),B
UG-T4-106,4,PSYC203,PSYC203|BIOS203(A),A
UG-T7-045,7,COMP350,COMP350,A
UG-T7-045,7,COMP401,COMP401,A
UG-T7-045,7,BUSI203,BUSI203,A
UG-T7-045,7,BUSI316,BUSI316,A
UG-T7-045,7,COMP331,COMP331|PHIL331,A
UG-T4-250,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-154,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-071,4,PSYC201,PSYC201(B),B
UG-T4-162,4,PSYC201,PSYC201(A),A
UG-T4-162,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-004,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-082,4,PSYC201,PSYC201(B),B
UG-T4-032,4,PSYC201,PSYC201(A),A
UG-T7-021,7,ECON223,ECON223(A),A
UG-T4-234,4,ECON223,ECON223(B),B
UG-T4-211,4,ECON223,ECON223(B),B
UG-T4-065,4,ECON223,ECON223(A),A
UG-T7-125,7,LITT323,LITT323|HIST323|PHIL223,A
UG-T7-125,7,LITT308,LITT308,A
UG-T7-125,7,COMP331,COMP331|PHIL331,A
UG-T4-139,4,BIOS203,PSYC203|BIOS203(A),A
UG-T4-224,4,PSYC203,PSYC203|BIOS203(B),B
UG-T7-113,7,CHEM212,CHEM212,A
UG-T10-007,10,ARTS228,ARTS228,A
UG-T7-096,7,BIOS235,BIOS235|ENVS236,A
UG-T7-168,7,ECON223,ECON223(B),B
UG-T7-080,7,ECON223,ECON223(A),A
UG-T4-106,4,SOCL206,SOCL206|POLT215|PSYC215,A
UG-T4-116,4,ENVS235,ENVS235,A
UG-T4-084,4,BIOS203,PSYC203|BIOS203(B),B
UG-T4-255,4,ECON223,ECON223(B),B
UG-T4-235,4,PSYC201,PSYC201(B),B
UG-T7-088,7,POLT301,POLT301|SOCL302|PHIL302,A
UG-T4-065,4,PSYC201,PSYC201(A),A
UG-T4-171,4,PSYC201,PSYC201(B),B
UG-T4-219,4,PSYC201,PSYC201(A),A
UG-T4-133,4,PSYC201,PSYC201(B),B
UG-T4-108,4,PSYC203,PSYC203|BIOS203(A),A
UG-T7-058,7,BIOS203,PSYC203|BIOS203(B),B
UG-T7-170,7,POLT431,POLT431&POLT631,A
UG-T4-135,4,PSYC203,PSYC203|BIOS203(A),A
UG-T4-221,4,PSYC203,PSYC203|BIOS203(B),B
UG-T4-093,4,BUSI203,BUSI203,A
UG-T7-035,7,ECON206,ECON206,A
UG-T10-018,10,CHEM423,CHEM423,A
UG-T4-259,4,LITT205,LITT205,A
UG-T7-046,7,COMP350,COMP350,A
UG-T1-001,1,KCCS122,KCCS122-ESH(A),A
UG-T1-033,1,KCCS122,KCCS122-ESH(A),A
UG-T1-074,1,KCCS122,KCCS122-ESH(A),A
UG-T1-137,1,KCCS122,KCCS122-ESH(A),A
UG-T1-011,1,KCCS122,KCCS122-ESH(A),A
UG-T1-104,1,KCCS122,KCCS122-ESH(A),A
UG-T1-159,1,KCCS122,KCCS122-ESH(A),A
UG-T1-218,1,KCCS122,KCCS122-ESH(A),A
UG-T1-103,1,KCCS122,KCCS122-ESH(A),A
UG-T1-092,1,KCCS122,KCCS122-ESH(A),A
UG-T1-038,1,KCCS122,KCCS122-ESH(A),A
UG-T1-151,1,KCCS122,KCCS122-ESH(A),A
UG-T1-005,1,KCCS122,KCCS122-ESH(A),A
UG-T1-207,1,KCCS122,KCCS122-ESH(A),A
UG-T1-058,1,KCCS122,KCCS122-ESH(A),A
UG-T1-142,1,KCCS122,KCCS122-ESH(A),A
UG-T1-099,1,KCCS122,KCCS122-ESH(A),A
UG-T1-236,1,KCCS122,KCCS122-ESH(A),A
UG-T1-143,1,KCCS122,KCCS122-ESH(A),A
UG-T1-192,1,KCCS122,KCCS122-ESH(A),A
UG-T1-007,1,KCCS122,KCCS122-ESH(A),A
UG-T1-041,1,KCCS122,KCCS122-ESH(A),A
UG-T1-088,1,KCCS122,KCCS122-ESH(A),A
UG-T1-176,1,KCCS122,KCCS122-ESH(A),A
UG-T1-027,1,KCCS122,KCCS122-ESH(A),A
UG-T1-114,1,KCCS122,KCCS122-ESH(A),A
UG-T1-180,1,KCCS122,KCCS122-ESH(A),A
UG-T1-039,1,KCCS122,KCCS122-ESH(A),A
UG-T1-136,1,KCCS122,KCCS122-ESH(A),A
UG-T1-210,1,KCCS122,KCCS122-ESH(A),A
UG-T1-100,1,KCCS122,KCCS122-ESH(A),A
